RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
7622,15681149,Davis,517,France,Female,18,4,60015.35,1,0,1,184824.93,1
7623,15606447,Martinez,803,Germany,Male,60,2,88626.18,1,0,0,83504.35,1
7624,15605499,Rodriguez,626,Spain,Female,45,1,140476.29,4,1,0,103877.94,0
7625,15639041,Miller,505,Spain,Female,18,5,216007.61,1,1,1,73658.56,0
7626,15631315,Davis,736,Germany,Male,57,3,136795.85,2,1,0,31952.98,0
7627,15601299,Jones,372,France,Male,51,5,174171.54,3,1,0,43742.03,0
7628,15604994,Smith,549,Germany,Female,30,2,33947.66,4,1,0,198149.31,0
7629,15695414,Brown,624,Germany,Male,78,2,234892.01,2,1,1,76463.26,0
7630,15681163,Johnson,808,Germany,Male,83,0,145794.28,1,0,1,31949.98,0
7631,15607489,Williams,399,Spain,Male,21,8,193952.4,3,1,1,94595.36,0
7632,15691647,Williams,807,France,Male,30,6,249641.48,1,1,1,36078.97,0
7633,15632355,Rodriguez,535,France,Male,53,8,214931.4,2,1,0,126830.18,0
7634,15673805,Martinez,825,Germany,Female,78,10,126092.19,2,0,1,14582.96,0
7635,15668367,Brown,369,Spain,Male,75,0,217010.17,2,1,1,116496.41,0
7636,15677355,Johnson,841,France,Male,32,7,164731.39,1,0,1,140482.75,0
7637,15690349,Williams,465,Spain,Male,29,1,182504.53,3,1,0,25336.45,0
7638,15687173,Williams,441,Spain,Female,86,2,159323.7,3,0,1,38104.99,0
7639,15601996,Miller,698,Spain,Female,78,0,71908.44,4,0,1,157175.98,0
7640,15644387,Davis,805,Spain,Female,59,6,83619.31,4,0,0,89980.17,0
7641,15603089,Garcia,688,Spain,Male,49,10,139584.74,4,1,0,27523.43,0
7642,15698827,Brown,402,Spain,Female,19,4,218519.03,2,1,1,173853.86,1
7643,15620659,Garcia,845,Germany,Male,25,10,113135.73,3,0,1,150017.06,0
7644,15645178,Smith,472,France,Male,71,2,135141.86,1,0,0,45543.17,1
7645,15695965,Martinez,690,France,Female,25,3,92274.14,3,0,0,75972.76,1
7646,15681268,Davis,687,France,Female,30,9,4533.87,1,1,1,117911.67,0
7647,15685042,Smith,614,France,Female,46,5,160884.86,4,0,0,14102.0,0
7648,15670726,Jones,353,France,Female,30,5,141483.92,2,0,1,103067.6,1
7649,15670111,Johnson,518,Spain,Male,75,1,244564.09,2,1,0,74713.28,0
7650,15634565,Garcia,630,Germany,Female,80,6,126991.7,4,1,0,185909.66,0
7651,15689242,Rodriguez,639,France,Male,64,1,133736.94,2,1,0,52916.42,0
7652,15622884,Jones,422,Spain,Female,91,8,70565.49,4,1,0,85718.31,0
7653,15617199,Brown,486,France,Female,55,1,24899.77,3,1,0,40833.1,0
7654,15660038,Johnson,687,France,Female,86,4,176893.19,1,0,0,34384.39,0
7655,15657786,Williams,605,Spain,Male,86,7,202103.91,2,0,0,63162.03,0
7656,15649294,Garcia,808,France,Female,57,7,217424.63,4,0,1,165091.23,0
7657,15678015,Davis,490,Germany,Male,18,10,101067.94,1,0,1,81754.09,1
7658,15634178,Davis,835,France,Male,19,3,175891.24,4,0,1,45435.31,0
7659,15612665,Jones,742,Germany,Male,46,6,65673.03,2,1,1,13213.99,1
7660,15600534,Jones,557,Spain,Male,24,7,63197.79,1,1,0,114165.3,0
7661,15691828,Martinez,609,France,Male,74,7,248931.31,2,0,0,104058.87,1
7662,15636132,Williams,767,Spain,Male,72,4,212359.83,1,0,1,50017.91,1
7663,15636110,Miller,612,France,Male,90,9,64053.29,1,1,0,79022.84,0
7664,15658754,Garcia,620,Germany,Male,53,1,108349.83,4,0,0,64794.04,0
7665,15663580,Smith,387,Spain,Male,24,1,141242.1,1,0,0,145228.69,1
7666,15622469,Brown,552,Spain,Female,27,4,3242.94,3,0,0,79853.2,0
7667,15664016,Garcia,573,France,Female,91,3,239818.4,2,1,1,99243.86,0
7668,15646233,Garcia,696,France,Female,56,3,27192.87,4,1,1,197981.64,0
7669,15666708,Williams,827,Germany,Male,75,2,204309.87,1,0,0,180106.62,0
7670,15658232,Garcia,401,France,Male,57,8,243982.56,3,1,0,135036.53,0
7671,15693450,Martinez,430,France,Female,31,7,176057.28,3,1,1,101700.27,0
7672,15686437,Garcia,705,Spain,Female,18,3,241672.58,3,0,0,76908.74,0
7673,15634409,Rodriguez,560,Germany,Male,34,6,4922.49,4,1,1,189201.35,0
7674,15619324,Rodriguez,356,France,Female,66,7,88637.11,1,0,0,183393.45,0
7675,15608738,Johnson,712,France,Male,33,5,119113.0,1,0,0,41360.1,0
7676,15624054,Brown,394,Spain,Female,24,1,195734.98,3,1,0,57903.86,0
7677,15629709,Rodriguez,664,Germany,Male,32,7,163632.97,4,0,0,84194.58,0
7678,15685643,Brown,727,Germany,Male,38,2,184002.28,2,0,1,96888.97,0
7679,15600363,Davis,626,France,Male,83,3,36165.45,1,0,0,113019.45,0
7680,15610358,Martinez,761,France,Male,76,3,211191.36,1,1,1,17341.62,0
7681,15603240,Williams,608,France,Female,65,6,205556.46,2,1,0,22940.46,1
7682,15672201,Williams,491,Germany,Male,90,7,192228.12,1,1,1,99196.25,0
7683,15645689,Rodriguez,607,France,Male,67,8,204487.48,2,1,0,184457.16,0
7684,15601936,Martinez,634,Germany,Female,27,0,53398.71,2,0,1,151055.95,0
7685,15691074,Davis,751,Germany,Female,69,0,35066.73,1,1,1,113175.32,0
7686,15643965,Smith,386,Germany,Female,85,6,223765.39,3,0,0,15411.59,0
7687,15677534,Martinez,778,France,Male,47,3,239252.58,1,0,0,22973.22,0
7688,15600882,Johnson,394,Spain,Male,51,9,106066.61,3,0,0,129697.18,0
7689,15620224,Williams,757,Germany,Female,82,7,111749.95,1,0,1,46428.23,1
7690,15630825,Johnson,469,France,Female,77,4,185244.27,4,1,1,119419.21,0
7691,15670740,Williams,395,France,Female,25,0,123749.77,3,1,1,96175.96,0
7692,15628885,Davis,489,Germany,Male,82,1,78388.87,2,0,0,45065.41,0
7693,15640056,Garcia,402,France,Female,86,9,47524.02,3,1,1,98446.06,0
7694,15603203,Miller,650,France,Female,74,2,5662.81,3,1,0,178487.89,1
7695,15660241,Martinez,637,France,Male,62,1,146924.66,1,0,1,52691.63,0
7696,15602244,Martinez,623,France,Male,66,8,35538.48,4,1,1,191809.71,0
7697,15698322,Garcia,618,Spain,Male,91,6,214587.74,2,1,0,53554.75,0
7698,15668619,Smith,737,Germany,Female,79,1,245717.16,4,0,1,96743.33,1
7699,15621584,Williams,628,Germany,Male,56,6,114435.04,3,1,0,147362.41,0
7700,15608521,Smith,411,Spain,Male,38,9,28892.5,4,1,0,157151.33,0
7701,15650017,Martinez,403,Germany,Female,70,0,145754.36,4,1,1,68946.92,0
7702,15633541,Rodriguez,807,Germany,Male,62,4,143469.65,4,0,1,13132.12,0
7703,15629063,Rodriguez,788,France,Female,45,4,33338.44,3,0,1,128916.13,0
7704,15670268,Jones,418,Germany,Female,70,8,161732.57,4,1,1,71226.14,0
7705,15664952,Brown,591,France,Male,26,3,79015.71,4,1,0,109025.46,0
7706,15693054,Rodriguez,773,France,Female,88,3,211372.98,1,0,0,22286.81,0
7707,15639563,Rodriguez,619,France,Female,78,5,146979.48,2,1,1,84313.62,0
7708,15639752,Williams,601,France,Female,44,10,108237.74,3,0,1,129917.2,0
7709,15695233,Jones,703,France,Male,39,1,240829.48,4,0,1,25811.94,0
7710,15602567,Williams,633,France,Female,47,9,122806.05,4,1,1,99897.12,0
7711,15616121,Martinez,805,Spain,Female,32,5,221823.59,1,1,0,93028.52,0
7712,15601674,Johnson,813,France,Male,32,6,66077.53,2,0,0,69289.99,0
7713,15676411,Smith,700,Spain,Male,70,3,110443.81,3,1,1,197275.43,0
7714,15666275,Martinez,420,Germany,Female,40,9,20972.05,4,1,1,195118.27,0
7715,15667081,Johnson,672,Germany,Female,87,8,105689.42,3,0,0,103031.17,1
7716,15629140,Davis,762,France,Male,33,4,223623.21,4,0,1,45802.58,0
7717,15609327,Davis,449,Spain,Female,82,2,207365.55,4,0,0,98566.28,0
7718,15670663,Williams,410,France,Male,62,8,243926.52,3,1,0,171095.83,0
7719,15623331,Miller,452,Germany,Male,24,0,187433.47,3,0,0,75505.49,1
7720,15623004,Miller,801,Germany,Male,62,7,67872.07,4,1,1,74808.22,0
7721,15610492,Johnson,742,France,Female,56,0,40207.84,3,1,0,163699.12,0
7722,15654797,Rodriguez,468,France,Male,67,9,44879.13,2,1,1,129334.63,0
7723,15658095,Williams,366,France,Male,66,7,165345.67,3,1,1,87006.62,0
7724,15613749,Johnson,654,Spain,Male,65,4,95561.78,3,1,1,108544.2,0
7725,15663217,Williams,540,Spain,Female,66,6,103509.28,3,1,0,122966.12,0
7726,15689044,Johnson,561,Spain,Female,57,7,215143.51,3,0,1,40627.91,0
7727,15609045,Davis,427,France,Male,56,10,181666.28,4,1,0,100660.23,0
7728,15620116,Jones,395,France,Male,74,0,52318.45,1,0,1,109394.48,0
7729,15618667,Williams,442,France,Female,80,0,42775.32,4,1,0,199116.84,0
7730,15675057,Jones,726,Spain,Female,73,6,205483.17,4,0,1,57999.55,0
7731,15674205,Davis,362,France,Female,19,0,238402.17,2,1,1,57099.27,0
7732,15627302,Miller,577,France,Male,43,3,46285.61,4,1,0,154562.59,1
7733,15611283,Garcia,650,Spain,Female,40,5,237940.35,4,1,1,73670.37,0
7734,15630935,Smith,786,Germany,Male,35,1,107434.31,2,1,1,20681.22,0
7735,15672534,Martinez,366,Germany,Male,85,9,226414.77,2,1,0,192009.33,0
7736,15694342,Smith,652,France,Female,77,4,187714.29,3,0,1,17900.27,0
7737,15631624,Smith,411,France,Male,19,9,226277.67,4,1,1,184676.65,0
7738,15613440,Martinez,783,Spain,Male,66,9,161286.87,2,1,1,164422.55,0
7739,15646501,Davis,392,Germany,Female,55,10,39252.45,4,0,1,126047.53,1
7740,15687333,Davis,417,France,Male,48,10,15091.53,4,0,1,177499.88,1
7741,15601269,Miller,729,France,Male,57,9,156778.08,4,0,1,47197.44,0
7742,15607868,Garcia,561,France,Female,70,10,14588.94,3,1,1,45608.52,0
7743,15630251,Brown,552,Germany,Male,81,5,58996.64,3,1,1,94322.19,0
7744,15677909,Smith,839,France,Female,50,4,51557.61,4,0,0,199335.73,0
7745,15684523,Rodriguez,563,Germany,Female,75,9,106775.93,1,0,1,11749.09,1
7746,15638729,Smith,458,Germany,Male,67,7,149345.08,4,1,1,36997.89,0
7747,15615734,Brown,805,Spain,Male,81,10,227791.12,3,1,0,146589.11,0
7748,15642429,Williams,633,France,Female,20,3,234048.0,2,1,0,59082.7,0
7749,15641337,Miller,778,Spain,Female,78,7,245593.44,4,1,0,115340.5,0
7750,15640325,Jones,774,Germany,Male,27,10,190955.86,3,1,0,145704.17,0
7751,15683600,Jones,443,France,Male,83,2,230324.26,2,0,1,169698.87,0
7752,15662514,Brown,574,Spain,Male,68,6,197656.42,3,1,0,115786.37,0
7753,15608433,Smith,574,France,Female,47,4,227650.29,1,0,0,29173.93,1
7754,15609111,Jones,588,Germany,Male,42,4,26043.8,3,1,0,141833.03,0
7755,15663753,Brown,467,France,Male,60,5,240393.73,4,1,0,105201.61,0
7756,15680583,Martinez,769,Germany,Male,81,4,58640.77,2,1,1,141879.48,0
7757,15673620,Davis,440,Germany,Male,76,0,142117.49,4,1,1,20862.92,0
7758,15621751,Johnson,689,France,Female,79,8,129206.87,4,1,0,10675.07,0
7759,15616453,Davis,638,Germany,Female,27,10,141115.52,1,0,1,182339.01,0
7760,15685844,Smith,630,Germany,Male,81,3,175507.39,3,0,1,118000.69,0
7761,15638968,Brown,841,Spain,Male,77,4,134899.39,1,0,0,43947.5,1
7762,15630077,Williams,840,France,Female,37,0,172186.99,3,0,1,143871.43,0
7763,15634775,Jones,368,France,Male,66,2,133597.13,1,0,1,144397.36,0
7764,15658144,Jones,524,Germany,Female,91,2,3010.79,3,0,0,183818.45,1
7765,15648570,Jones,818,France,Female,44,7,156841.63,2,0,1,155720.69,0
7766,15646097,Brown,455,Germany,Female,68,10,138800.32,4,1,0,169354.91,1
7767,15624503,Davis,638,France,Female,74,7,146461.05,3,1,1,168721.89,0
7768,15602779,Williams,597,France,Male,54,8,390.11,2,0,1,65797.97,1
7769,15686840,Brown,672,Spain,Female,20,9,117186.7,3,0,0,109155.28,0
7770,15600755,Smith,491,Spain,Male,46,6,218744.3,3,1,1,16715.07,1
7771,15639263,Miller,812,Germany,Male,85,5,83138.86,4,0,0,18124.56,0
7772,15655087,Smith,766,Spain,Female,64,7,111220.51,4,1,1,177431.91,0
7773,15642281,Johnson,647,Germany,Female,86,2,30611.05,2,0,0,19705.29,0
7774,15651482,Miller,819,Germany,Female,38,9,112558.57,4,1,1,114293.54,0
7775,15654857,Smith,542,Spain,Male,59,9,98944.6,4,1,0,186442.9,1
7776,15617400,Williams,700,Germany,Female,38,9,220760.15,2,0,0,49040.36,1
7777,15640115,Garcia,652,Germany,Female,19,7,8860.12,4,0,1,94111.65,0
7778,15614249,Garcia,640,France,Female,86,2,237804.05,2,1,1,133050.11,0
7779,15646825,Garcia,722,Spain,Male,24,1,144100.8,2,0,1,116748.6,1
7780,15624600,Johnson,817,France,Female,52,8,132408.59,4,0,0,79089.5,0
7781,15637706,Johnson,765,France,Female,47,0,221550.54,3,1,0,159650.06,0
7782,15619222,Garcia,788,France,Female,61,9,47752.36,4,1,1,87791.97,0
7783,15699041,Martinez,787,France,Male,63,9,52253.36,4,0,0,83357.59,0
7784,15641139,Jones,681,France,Female,72,1,218606.47,3,1,1,14102.47,0
7785,15641302,Miller,784,Spain,Male,18,6,232361.07,4,0,0,174267.98,0
7786,15694684,Miller,557,Germany,Male,71,0,209452.83,4,1,0,199885.26,0
7787,15687838,Jones,792,France,Male,18,4,10316.24,3,0,1,151223.67,0
7788,15668159,Davis,805,Spain,Male,80,8,163017.3,2,0,1,194487.49,0
7789,15608646,Martinez,597,Germany,Male,72,8,112784.36,3,0,0,104145.04,1
7790,15613543,Garcia,491,Germany,Female,44,10,201956.19,3,1,0,120507.64,0
7791,15694496,Jones,751,France,Female,32,3,39533.47,1,1,0,178079.76,0
7792,15622785,Brown,733,Spain,Male,26,9,230083.17,1,1,0,109554.3,0
7793,15678353,Miller,660,France,Male,86,1,83850.19,2,1,0,23581.21,0
7794,15631406,Brown,571,France,Male,76,8,80807.32,4,0,0,150297.46,0
7795,15688992,Jones,574,France,Male,40,10,44606.84,2,0,1,36410.75,0
7796,15651428,Jones,703,Germany,Female,28,3,1737.58,4,1,1,75168.26,1
7797,15623777,Smith,533,Germany,Female,41,2,78185.8,1,0,0,170446.95,0
7798,15657939,Smith,713,France,Male,89,2,37081.03,3,1,1,62753.0,0
7799,15653026,Williams,654,France,Male,71,6,184534.9,3,0,0,187560.89,0
7800,15686450,Williams,831,Germany,Male,48,1,189159.44,2,1,0,164891.71,0
7801,15629553,Johnson,537,Germany,Female,39,4,206983.12,3,0,0,193952.28,0
7802,15623548,Johnson,462,France,Male,31,1,1360.42,3,1,0,29922.13,0
7803,15663221,Garcia,530,Spain,Female,22,6,87870.87,1,1,1,65992.98,0
7804,15637265,Smith,548,Spain,Female,34,6,1451.94,1,0,1,160324.46,0
7805,15640701,Garcia,739,France,Male,88,2,126928.75,2,0,0,137954.74,0
7806,15651287,Jones,419,Germany,Female,61,2,227251.93,4,1,1,155136.1,0
7807,15606727,Garcia,435,France,Male,66,7,101972.56,2,0,0,175761.94,0
7808,15650717,Jones,741,Germany,Female,82,6,218415.85,1,1,0,61726.9,1
7809,15632427,Miller,834,France,Male,21,3,236894.7,3,1,1,194751.24,0
7810,15616692,Smith,748,France,Male,26,1,59466.62,4,1,0,154301.28,0
7811,15631625,Williams,759,Spain,Male,53,2,2538.76,1,1,0,190088.69,0
7812,15624918,Garcia,388,Spain,Male,68,10,184892.3,1,0,0,30696.37,0
7813,15641136,Smith,480,France,Male,49,10,144752.57,4,0,1,115997.2,0
7814,15652409,Miller,790,France,Male,35,10,86787.24,4,0,0,165115.44,0
7815,15615577,Brown,359,France,Female,32,2,91900.95,2,0,1,26954.73,0
7816,15685155,Williams,352,Germany,Female,37,4,20244.31,4,1,1,102229.33,0
7817,15699246,Martinez,827,Spain,Male,75,6,217766.84,4,1,0,161560.8,0
7818,15681731,Rodriguez,651,Germany,Female,57,3,60516.14,3,1,1,19385.88,0
7819,15627689,Smith,499,Germany,Male,83,0,24276.11,2,0,0,146336.38,0
7820,15611154,Davis,416,Spain,Female,30,2,194883.53,4,0,0,194002.01,0
7821,15694948,Smith,542,Germany,Female,30,2,121268.63,2,1,1,20671.32,1
7822,15621341,Jones,446,Germany,Male,79,0,190724.22,4,0,1,184406.83,0
7823,15697554,Martinez,368,Germany,Male,45,7,225468.72,1,0,1,89644.7,0
7824,15674681,Davis,833,Spain,Female,63,3,95531.75,1,0,1,14600.64,0
7825,15646330,Garcia,667,France,Female,32,4,13617.8,2,1,0,76144.24,0
7826,15687759,Miller,447,France,Female,61,2,63309.86,1,1,1,67767.8,0
7827,15668416,Davis,406,France,Female,40,3,12767.5,1,0,0,57301.49,0
7828,15686807,Garcia,700,Spain,Female,84,0,37288.69,4,1,1,167449.31,1
7829,15633313,Garcia,456,France,Female,83,3,212236.76,3,1,0,95948.27,0
7830,15646900,Garcia,437,France,Male,67,1,235355.05,4,1,0,68541.82,1
7831,15678840,Jones,809,Spain,Female,30,9,169228.27,3,1,0,68920.58,0
7832,15634695,Davis,490,Spain,Male,19,5,182955.55,2,0,1,198500.53,0
7833,15630225,Johnson,493,Spain,Female,51,1,182871.42,3,0,0,127575.46,0
7834,15686072,Miller,749,France,Male,57,8,30838.94,2,1,1,17902.99,0
7835,15696367,Brown,720,Spain,Male,86,1,11778.13,3,1,1,178704.79,0
7836,15649156,Smith,724,France,Male,78,3,174599.84,1,1,1,148070.03,1
7837,15677209,Jones,401,France,Male,42,3,9354.18,1,1,1,50227.83,0
7838,15687453,Williams,561,France,Female,80,10,202938.7,2,0,1,31576.94,0
7839,15627829,Brown,390,Germany,Male,45,0,147784.48,3,0,1,81662.29,0
7840,15680908,Miller,653,France,Male,73,10,28377.58,1,0,0,49510.82,0
7841,15625938,Jones,440,Germany,Female,43,6,164823.25,2,1,0,143347.59,0
7842,15659164,Brown,388,Spain,Female,44,0,151576.76,3,1,0,43118.71,0
7843,15654530,Smith,362,France,Female,43,7,94077.38,1,0,0,109511.15,0
7844,15668199,Garcia,737,France,Male,32,2,204430.03,4,0,1,131048.43,0
7845,15660282,Martinez,445,France,Female,67,7,76152.08,3,0,0,137119.54,0
7846,15647801,Garcia,458,Spain,Male,23,7,94477.43,2,1,0,155492.1,1
7847,15609465,Miller,453,France,Male,85,9,174155.75,4,1,1,105554.25,1
7848,15603326,Smith,703,France,Male,21,9,188007.8,4,1,1,50108.99,0
7849,15603659,Brown,580,France,Female,47,4,68390.28,2,1,0,74505.92,0
7850,15660289,Rodriguez,392,Spain,Male,26,2,4196.55,4,0,1,82143.23,0
7851,15627594,Martinez,558,France,Male,59,10,44075.94,2,1,1,140609.85,0
7852,15604763,Garcia,437,France,Male,31,10,65799.14,1,1,1,128909.24,1
7853,15688657,Johnson,442,France,Female,57,10,226251.81,2,0,0,104054.42,0
7854,15610828,Brown,523,Spain,Female,20,8,223402.64,4,0,1,99940.36,1
7855,15647588,Garcia,825,France,Male,58,0,165174.41,4,1,0,21430.06,0
7856,15611221,Brown,475,Germany,Male,50,0,177329.93,3,0,1,141033.77,0
7857,15611211,Martinez,458,France,Male,77,1,155313.22,4,0,1,162784.25,0
7858,15613569,Miller,396,Spain,Male,81,9,194796.27,1,0,0,178826.54,0
7859,15696894,Williams,563,Germany,Female,79,5,87800.06,2,0,0,13882.28,1
7860,15637860,Garcia,441,Germany,Male,24,1,136676.52,2,1,0,176214.36,0
7861,15671558,Brown,530,France,Female,67,3,167664.75,4,0,1,176444.8,0
7862,15645337,Williams,758,France,Male,56,5,117107.26,1,0,0,135991.26,0
7863,15652311,Williams,390,France,Male,88,1,193167.22,2,0,0,62922.89,1
7864,15613515,Johnson,608,Germany,Female,64,3,233146.88,3,0,1,179571.59,0
7865,15671695,Williams,470,Spain,Male,87,6,165950.09,1,1,1,76026.14,0
7866,15687227,Martinez,426,France,Male,43,0,18667.69,3,0,0,120396.88,0
7867,15624904,Smith,444,Spain,Female,75,8,152559.13,3,1,0,93780.57,0
7868,15659935,Williams,618,France,Male,90,9,174078.86,2,1,0,178329.94,0
7869,15643790,Rodriguez,710,Spain,Female,68,9,70812.84,1,0,0,59032.19,0
7870,15668580,Brown,367,France,Female,69,6,80441.95,4,1,0,72918.05,1
7871,15675148,Williams,642,France,Male,33,8,148845.98,2,0,1,87502.2,0
7872,15605636,Davis,520,France,Female,65,6,176778.36,3,0,0,172409.27,0
7873,15677129,Smith,511,Germany,Female,44,10,217857.51,2,0,0,70456.33,0
7874,15602892,Jones,814,Germany,Male,50,0,190630.5,2,0,1,64840.86,0
7875,15621672,Smith,660,France,Male,40,6,33492.68,3,1,0,161253.7,0
7876,15605812,Miller,401,Germany,Male,62,10,87022.86,2,0,1,83658.61,0
7877,15696621,Jones,818,France,Female,39,8,37191.4,4,0,0,136333.19,0
7878,15600654,Johnson,385,France,Male,59,7,189235.32,3,0,0,176362.26,0
7879,15654633,Smith,787,France,Female,50,3,66612.18,1,0,1,52857.04,0
7880,15617143,Miller,536,Germany,Male,27,4,30876.88,3,1,1,98224.86,0
7881,15655934,Smith,719,Germany,Male,64,2,24057.5,4,0,1,102522.36,0
7882,15667334,Williams,597,Germany,Male,56,9,28623.95,1,1,1,117973.24,0
7883,15629087,Garcia,401,Germany,Female,63,9,61779.65,3,0,0,184509.69,0
7884,15611618,Garcia,837,France,Female,89,1,195588.72,3,1,0,196314.6,0
7885,15608446,Miller,368,Spain,Female,68,2,59431.96,2,0,1,162215.44,0
7886,15687182,Smith,745,France,Male,42,6,70341.15,1,0,0,15685.06,0
7887,15648867,Miller,441,Germany,Male,32,7,220173.43,4,0,1,32238.14,0
7888,15651028,Johnson,488,France,Male,75,1,110578.76,4,1,0,32356.46,0
7889,15660101,Garcia,653,Germany,Male,76,8,127206.96,3,1,0,111006.25,0
7890,15627200,Davis,706,Germany,Male,43,3,680.58,2,0,1,18197.06,0
7891,15695107,Jones,569,France,Male,58,1,20526.9,4,1,1,107224.66,0
7892,15688074,Martinez,448,Germany,Male,61,6,185149.11,2,1,1,152846.4,1
7893,15661465,Williams,585,France,Female,39,10,83365.78,1,1,1,67366.11,0
7894,15686436,Davis,556,France,Male,54,1,37384.57,2,1,1,99189.51,0
7895,15687892,Davis,493,Germany,Male,31,6,107201.55,2,0,1,28350.47,1
7896,15688559,Brown,842,Spain,Female,21,7,11274.42,3,0,1,23086.26,0
7897,15639148,Davis,548,France,Male,41,8,177344.07,4,0,1,111419.57,0
7898,15682928,Jones,652,France,Male,83,10,20048.09,1,1,1,12309.53,0
7899,15620698,Jones,672,Germany,Female,80,0,13718.67,4,1,0,143654.0,0
7900,15642470,Williams,636,Germany,Male,82,1,104925.24,1,1,1,36964.85,0
7901,15692071,Miller,681,France,Female,83,1,146768.6,1,1,1,179913.86,0
7902,15651660,Rodriguez,613,Spain,Male,30,6,190974.42,4,0,1,171550.85,0
7903,15653910,Rodriguez,566,Germany,Female,44,5,17740.29,1,0,0,53053.59,1
7904,15635450,Smith,538,France,Male,34,10,83704.94,4,1,1,54660.83,1
7905,15656463,Smith,393,France,Female,86,8,67141.46,2,1,0,16978.31,0
7906,15633757,Martinez,783,France,Male,74,2,185939.6,1,0,1,196881.36,1
7907,15678012,Jones,640,Germany,Female,89,7,92356.5,4,1,1,20505.4,0
7908,15670247,Smith,809,France,Male,90,4,156963.46,2,1,0,101130.03,0
7909,15672015,Brown,538,Spain,Male,35,4,122344.57,2,1,0,171353.65,0
7910,15631390,Smith,818,France,Male,33,9,142414.6,2,1,0,40441.89,0
7911,15656116,Johnson,823,Germany,Female,68,10,91406.87,2,1,0,156503.17,1
7912,15613161,Johnson,788,France,Female,57,4,59814.9,1,1,0,42070.43,0
7913,15632152,Brown,543,Spain,Male,56,7,14935.01,4,0,1,67877.59,0
7914,15680171,Davis,619,Spain,Male,73,6,43367.31,4,1,1,58567.21,0
7915,15695833,Johnson,715,France,Female,71,10,43150.12,2,0,0,18942.21,1
7916,15620836,Rodriguez,609,Spain,Female,61,6,233710.32,3,0,1,33356.54,0
7917,15690367,Rodriguez,750,France,Female,63,3,234345.19,3,1,1,138316.17,1
7918,15666543,Johnson,588,Germany,Female,49,5,63950.32,3,1,0,26354.94,0
7919,15655648,Smith,461,Spain,Female,65,0,26410.45,3,0,1,195362.85,1
7920,15626331,Martinez,418,Germany,Female,78,5,70429.55,2,0,0,59569.86,0
7921,15610763,Martinez,757,Spain,Male,83,4,199111.85,3,1,0,30829.55,0
7922,15669444,Rodriguez,398,Spain,Male,55,0,217691.53,3,1,0,80750.52,1
7923,15693109,Johnson,660,Spain,Male,60,10,125275.43,2,0,1,62454.36,0
7924,15619187,Davis,804,France,Female,21,0,135029.76,4,0,1,24905.95,0
7925,15611957,Williams,500,France,Female,22,2,114675.9,4,1,0,134755.45,0
7926,15604379,Smith,588,Germany,Male,75,3,45701.39,1,1,1,157761.27,0
7927,15627959,Smith,686,Germany,Male,54,0,12443.44,4,0,1,10403.06,0
7928,15682018,Martinez,745,Germany,Female,43,9,155349.24,1,1,0,118657.45,0
7929,15627105,Johnson,744,France,Male,26,6,199682.47,1,1,1,132659.26,0
7930,15600877,Miller,464,Spain,Male,32,1,187336.82,1,1,1,196837.1,0
7931,15648353,Garcia,424,Spain,Female,43,10,225073.87,4,1,1,135454.02,0
7932,15683788,Johnson,447,France,Male,80,3,203411.99,2,1,0,66773.04,0
7933,15696870,Brown,732,France,Male,87,8,71894.03,2,0,0,137210.0,1
7934,15684585,Johnson,460,France,Female,44,7,29203.42,4,0,0,62604.39,0
7935,15683308,Smith,706,France,Female,71,1,107683.46,1,0,0,36520.66,0
7936,15651567,Williams,719,Germany,Female,48,10,87076.98,3,0,0,150873.25,0
7937,15657913,Brown,634,Spain,Female,49,10,182145.68,2,1,1,101936.77,0
7938,15602637,Martinez,605,France,Male,19,8,16993.38,3,0,1,190854.99,1
7939,15672778,Jones,667,Germany,Male,35,0,235752.53,3,1,0,21820.51,0
7940,15642025,Jones,658,Germany,Female,45,5,239292.04,3,0,1,101093.54,0
7941,15699508,Miller,466,France,Female,88,2,22086.19,4,1,0,57681.45,0
7942,15682464,Martinez,525,Germany,Female,42,0,108490.91,1,1,1,105943.43,0
7943,15628742,Davis,577,Germany,Male,56,7,224786.46,4,1,0,18083.75,0
7944,15611831,Rodriguez,696,Spain,Male,66,5,46820.33,1,1,0,17686.71,1
7945,15685092,Miller,455,France,Male,21,3,173053.47,1,0,1,111868.29,0
7946,15690879,Jones,691,Germany,Female,69,2,177803.54,3,0,0,77108.01,0
7947,15688370,Rodriguez,733,France,Female,85,9,58399.27,3,1,0,14361.72,0
7948,15646762,Davis,799,France,Male,74,1,1541.58,2,1,1,125652.26,0
7949,15698958,Martinez,588,France,Male,30,4,166117.23,4,1,0,94348.03,0
7950,15688741,Rodriguez,449,France,Female,82,7,154314.14,2,1,1,195627.3,0
7951,15618830,Martinez,525,France,Female,80,7,162427.27,1,1,0,168171.77,1
7952,15655044,Davis,699,France,Female,88,2,39110.88,4,1,0,148731.53,0
7953,15673948,Garcia,792,Germany,Female,42,8,150933.56,4,0,1,101056.2,0
7954,15669202,Brown,804,Germany,Female,40,9,135418.65,2,0,0,102128.75,0
7955,15637045,Rodriguez,790,France,Female,47,4,113138.8,4,1,0,188610.05,0
